7.	0.25	3
7.	0.75	6
7.	1.25	3
7.	1.75	3
7.	2.25	1
7.	2.75	4
7.	3.25	2
7.	3.75	1
7.	4.25	3
7.	4.75	5
7.	5.25	2
7.	5.75	2
9.	0.25	10
9.	0.75	10
9.	1.25	3
9.	1.75	4
9.	2.25	4
9.	2.75	5
9.	3.25	2
9.	3.75	9
9.	4.25	6
9.	4.75	3
9.	5.25	4
9.	5.75	2
11.	0.25	8
11.	0.75	22
11.	1.25	7
11.	1.75	9
11.	2.25	6
11.	2.75	4
11.	3.25	6
11.	3.75	6
11.	4.25	6
11.	4.75	1
11.	5.25	8
11.	5.75	8
13.	0.25	10
13.	0.75	8
13.	1.25	8
13.	1.75	8
13.	2.25	10
13.	2.75	3
13.	3.25	8
13.	3.75	4
13.	4.25	4
13.	4.75	1
13.	5.25	7
13.	5.75	3
15.	0.25	6
15.	0.75	9
15.	1.25	6
15.	1.75	5
15.	2.25	4
15.	2.75	4
15.	3.25	5
15.	3.75	6
15.	4.25	4
15.	4.75	2
15.	5.25	4
15.	5.75	5
17.	0.25	6
17.	0.75	10
17.	1.25	8
17.	1.75	4
17.	2.25	4
17.	2.75	2
17.	3.25	5
17.	3.75	2
17.	4.25	1
17.	4.75	1
17.	5.25	2
17.	5.75	4
19.	0.25	2
19.	0.75	8
19.	1.25	7
19.	1.75	2
19.	2.25	4
19.	2.75	1
19.	3.25	1
19.	3.75	2
19.	4.25	3
19.	4.75	2
19.	5.25	2
19.	5.75	1
21.	0.25	3
21.	0.75	7
21.	1.25	6
21.	1.75	2
21.	2.25	2
21.	2.75	0
21.	3.25	2
21.	3.75	4
21.	4.25	3
21.	4.75	0
21.	5.25	3
21.	5.75	1
23.	0.25	0
23.	0.75	3
23.	1.25	5
23.	1.75	1
23.	2.25	2
23.	2.75	2
23.	3.25	4
23.	3.75	3
23.	4.25	2
23.	4.75	0
23.	5.25	4
23.	5.75	1
25.	0.25	1
25.	0.75	3
25.	1.25	5
25.	1.75	2
25.	2.25	2
25.	2.75	3
25.	3.25	0
25.	3.75	3
25.	4.25	0
25.	4.75	0
25.	5.25	1
25.	5.75	1
27.	0.25	2
27.	0.75	5
27.	1.25	4
27.	1.75	2
27.	2.25	1
27.	2.75	3
27.	3.25	3
27.	3.75	1
27.	4.25	3
27.	4.75	4
27.	5.25	2
27.	5.75	4
29.	0.25	6
29.	0.75	5
29.	1.25	1
29.	1.75	4
29.	2.25	2
29.	2.75	3
29.	3.25	0
29.	3.75	2
29.	4.25	0
29.	4.75	0
29.	5.25	0
29.	5.75	3
