2.500000000000000000e-01 2.916544226471889065e-14 9.732936979000883697e-14 3.065315914011166660e-13 2.442662307569886153e-13 1.626399478374409853e+02 1.059461615088208646e+02 2.202480024221520995e-13 5.768334171571695027e-14 0.000000000000000000e+00 1.164309358736673869e-15 1.256934061754610017e-15 7.467671489304260816e-15 5.351539521369236395e-15 2.475291746187418557e-14 1.836566821417252872e-13 4.635952932314015129e+01 1.492115878350466218e+01 1.153984376867878228e-13 4.331461585135235462e-14 2.498780373275175392e-14 1.095369270163873253e-15 8.246758499663777419e-16 3.281649598500121466e-15 0.000000000000000000e+00 0.000000000000000000e+00 1.199697085032172984e-15 1.090912029413299375e-14 2.696040241437860519e-14 6.363237244272102559e-14 1.205430256043800787e-13 2.212647385915906805e-14 6.492760823410912347e-14 1.360868271473084405e+02 1.652369973235233758e+01
7.500000000000000000e-01 8.838751704857224922e+01 1.658263932289003849e-17 3.900007272059060813e-14 6.101907140101577198e+01 2.662049967325359603e+02 5.397300674957086517e-14 0.000000000000000000e+00 0.000000000000000000e+00 9.648829337608877473e-20 1.850557381081098685e-15 1.518195508211843506e-14 3.161503629317813591e+01 1.150382649406480821e-14 0.000000000000000000e+00 1.803062761446487307e-16 0.000000000000000000e+00 2.031341938424946602e-19 6.293229184935707891e-15 1.438067719607994242e-15 3.615926565997666269e-15 0.000000000000000000e+00 1.770908759326706416e+01 4.307096015199658900e+00 2.731100459075984907e-18 0.000000000000000000e+00 2.373742718165855497e-15 1.392150959457068430e-15 3.643763018530800618e-16 5.317124859289693687e-16 3.902008513491971926e-16 0.000000000000000000e+00 4.401096303353830641e-15 4.098732676702068925e-15 1.309835290387734119e+01
1.250000000000000000e+00 1.409046647462555200e+02 1.666558299560057037e+02 1.798659849947377092e-14 8.635896745993322177e-15 2.532672966825952328e-15 1.104616411641440518e-15 2.813725601717811031e+01 6.994007829403092558e+01 1.493766792469585122e-16 1.917407004684489438e-15 1.253458468816075915e-14 0.000000000000000000e+00 0.000000000000000000e+00 1.997475128084834119e-16 3.869479184605856067e-17 2.555529099919826586e-16 0.000000000000000000e+00 6.959814207427941516e-16 0.000000000000000000e+00 3.208983885887697340e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.431852646596326295e+01 1.102026020947169949e+00 9.733731505998162099e-16 2.628506787168199951e-15 0.000000000000000000e+00 4.809729080085799794e-16 0.000000000000000000e+00 4.158398565889027256e-16 1.135629877043649782e-15 6.055088109916016775e-16 6.589108956758201074e+00
1.750000000000000000e+00 3.315680807299802113e-16 0.000000000000000000e+00 5.649491133640148632e+01 1.871167110188886795e+02 8.201146869567843977e-15 0.000000000000000000e+00 8.750985796089752767e-16 6.359917021341322981e-17 8.683318456433219863e-18 0.000000000000000000e+00 5.448984789254303562e-15 0.000000000000000000e+00 3.092935164151365868e+01 0.000000000000000000e+00 4.681464873592584639e-15 7.218238398647267844e-16 1.726501908447889547e-15 5.218984033012084046e-16 1.119866025706990128e-16 2.342376327601799539e-18 0.000000000000000000e+00 3.223090924707854584e-18 4.425452471685073163e-17 7.743762075132456701e-15 1.846298704340271257e+01 3.839739411022180380e-15 6.749192792000270554e-14 0.000000000000000000e+00 8.153253001636900290e-17 0.000000000000000000e+00 4.736760733273196836e-14 0.000000000000000000e+00 3.587860410084847729e+01 6.391508307833097646e+00
2.250000000000000000e+00 9.952629182680539021e-16 0.000000000000000000e+00 1.096228001970929166e-15 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.890851693062196200e-14 1.225510821661679159e+02 1.646388143137192017e+01 0.000000000000000000e+00 0.000000000000000000e+00 3.209866263303655316e-15 2.815991940037556362e-15 0.000000000000000000e+00 2.130479163503171105e-16 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.043824120465553715e-14 2.132212219598021008e+01 2.785393324646765834e+01 4.595999738499764628e-15 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.012690901576314838e-16 0.000000000000000000e+00 3.948796704592071539e-16 0.000000000000000000e+00 0.000000000000000000e+00 7.307019767926746831e-17 8.659578559693711597e+00
2.750000000000000000e+00 4.231977209280320267e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.998483350219449761e+01 1.087361439402332479e+02 0.000000000000000000e+00 5.530020012227960009e-15 0.000000000000000000e+00 3.525432349548950385e-14 6.816613200522360749e+00 0.000000000000000000e+00 1.322885258212128752e-15 1.366036275026295186e-15 6.957469721876093735e-17 0.000000000000000000e+00 0.000000000000000000e+00 6.349428366753341784e-15 0.000000000000000000e+00 1.513414524112051929e+01 2.455468732235321028e+01 0.000000000000000000e+00 4.059040004776269367e-15 0.000000000000000000e+00 0.000000000000000000e+00 8.826974470287018974e-17 1.924068841318359665e-16 0.000000000000000000e+00 1.695991257513759494e-14 6.180031275315484536e-15 0.000000000000000000e+00 3.494288347390584448e+01 3.351155252157146158e+00
3.250000000000000000e+00 2.564425161638361848e-14 9.283884184009605383e-15 0.000000000000000000e+00 0.000000000000000000e+00 6.439903610653914257e+01 7.849376088609045610e+01 0.000000000000000000e+00 0.000000000000000000e+00 5.981097205204176738e-15 0.000000000000000000e+00 1.828911540375945677e+01 9.091729569142099621e+00 8.794270857576605750e-15 3.634736175441395553e-15 6.957551240264158945e-15 0.000000000000000000e+00 8.627407099868151398e-17 0.000000000000000000e+00 0.000000000000000000e+00 3.008171724470934473e-15 0.000000000000000000e+00 0.000000000000000000e+00 4.146625041015031599e+01 4.944241052784297707e+00 3.875189563016899771e-15 3.513887785748586790e-15 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.078744945547201795e+00
3.750000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.536806787725251127e+02 5.578959424908279674e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.207488608625763120e-15 0.000000000000000000e+00 8.574442038936743060e+00 3.007838089942742954e+01 0.000000000000000000e+00 8.487383154524759916e-16 9.417706858592898075e-16 3.015618412561747862e-15 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.489948574897806853e-17 0.000000000000000000e+00 0.000000000000000000e+00 1.732042002623637452e-15 2.865844114664808373e+01 8.839422594087648341e-15 0.000000000000000000e+00 3.639427354894476185e-16 0.000000000000000000e+00 1.144177655875325597e-16 0.000000000000000000e+00 7.422990075832970146e-17 1.055593170880142054e-15 5.788922506878833711e-15 9.854256382212987830e+00
4.250000000000000000e+00 0.000000000000000000e+00 1.358840637030456669e-15 0.000000000000000000e+00 0.000000000000000000e+00 8.737797527013553278e+00 1.820046548724591560e+02 8.024966659818548315e-14 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.011492387558580904e-16 0.000000000000000000e+00 4.461610371054607110e-15 6.590088366036406242e+00 4.304069806481010119e+00 2.600963350665808773e-14 8.335974594989775185e-15 0.000000000000000000e+00 2.642594925008041366e-15 0.000000000000000000e+00 0.000000000000000000e+00 2.860322077560655913e-14 0.000000000000000000e+00 3.896294961559567582e+01 2.867170040735051360e-14 0.000000000000000000e+00 2.388144671634576729e-15 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.623951616043926356e-17 4.486646398444504643e-30 9.327726993471330275e+00
4.750000000000000000e+00 4.892907329704942899e-15 0.000000000000000000e+00 1.917761118821134568e-14 1.039848395694096439e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.086828257198471632e-16 0.000000000000000000e+00 0.000000000000000000e+00 1.066672874792399134e-15 4.618925457293512429e-16 4.088493587811808361e-15 1.009432242453724271e+01 1.333127017687239046e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.241417668757424408e+01 3.417350606258986456e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.737905214543805690e-17 3.627528858684181447e-17 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.434487278266400719e-17 3.469925826568091766e-18 2.081668171172107500e-17 1.059748273649303840e+01
